level,episode_idx,episode,type,moves,target_score,goal_text,goal_icons,goal_nums,difficulty,difficulty_rank,remarks
827,56,Candy_Calaboose,Jelly,25,18000,: 2 : 50,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,2|50,Easy,2,
828,56,Candy_Calaboose,Ingredients,23,10000,: 4,Gummi Dragon order.png,4,Very easy,1,
829,56,Candy_Calaboose,Order,23,10000,: 50 : 60,One-layered Toffee Swirl.png|Icing order new.png,50|60,Medium,4,Formerly one of the hardest levels in the game
830,56,Candy_Calaboose,Jelly,20,25000,: 27,Double jelly-removebg-preview.png,27,Extremely hard,8,
831,57,Nougat_Noir,Jelly,28,48000,: 24,Double jelly-removebg-preview.png,24,Easy,2,
832,57,Nougat_Noir,Ingredients,27,85000,: 1,Gummi Dragon order.png,1,Medium,4,
833,57,Nougat_Noir,Jelly,23,36000,: 64,Double jelly-removebg-preview.png,64,Hard,6,
834,57,Nougat_Noir,Order,27,35000,: 6,Color bomb (trans).png,6,Somewhat hard,5,
835,57,Nougat_Noir,Jelly,27,74000,: 2 : 36,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,2|36,Somewhat easy,3,
836,57,Nougat_Noir,Ingredients,20,40000,: 4,Gummi Dragon order.png,4,Very easy,1,
837,57,Nougat_Noir,Ingredients,26,35000,: 3,Gummi Dragon order.png,3,Easy,2,
838,57,Nougat_Noir,Jelly,20,56000,: 28,Double jelly-removebg-preview.png,28,Medium,4,
839,57,Nougat_Noir,Jelly,33,32000,: 25,Double jelly-removebg-preview.png,25,Medium,4,
840,57,Nougat_Noir,Jelly,30,40000,: 16 : 16,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,16|16,Somewhat hard,5,
841,57,Nougat_Noir,Ingredients,32,40000,: 4,Gummi Dragon order.png,4,Hard,6,
842,57,Nougat_Noir,Order,21,45000,: 10,Color bomb (trans).png,10,Somewhat hard,5,
843,57,Nougat_Noir,Jelly,13,25000,: 29,Double jelly-removebg-preview.png,29,Hard,6,
844,57,Nougat_Noir,Jelly,20,24000,: 12,Double jelly-removebg-preview.png,12,Very easy,1,
845,57,Nougat_Noir,Jelly,20,50000,: 35,Double jelly-removebg-preview.png,35,Very hard,7,
846,58,Gummy_Galaxy,Jelly,19,80000,: 72,Double jelly-removebg-preview.png,72,Easy,2,is officially introduced
847,58,Gummy_Galaxy,Jelly,30,100000,: 1 : 71,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,1|71,Somewhat easy,3,
848,58,Gummy_Galaxy,Order,31,30000,: 23,Wrapped2 (trans).png,23,Medium,4,
849,58,Gummy_Galaxy,Ingredients,22,40000,: 2,Gummi Dragon order.png,2,Somewhat hard,5,
850,58,Gummy_Galaxy,Jelly,22,90000,: 10 : 37,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,10|37,Hard,6,
851,58,Gummy_Galaxy,Ingredients,22,50000,: 4,Gummi Dragon order.png,4,Somewhat hard,5,
852,58,Gummy_Galaxy,Jelly,29,45000,: 39 : 29,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,39|29,Medium,4,
853,58,Gummy_Galaxy,Ingredients,22,50000,: 4,Gummi Dragon order.png,4,Somewhat easy,3,
854,58,Gummy_Galaxy,Jelly,11,64000,: 32,Double jelly-removebg-preview.png,32,Very hard,7,
855,58,Gummy_Galaxy,Jelly,33,100000,: 48 : 33,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,48|33,Easy,2,
856,58,Gummy_Galaxy,Jelly,27,35000,: 24,Double jelly-removebg-preview.png,24,Hard,6,
857,58,Gummy_Galaxy,Ingredients,13,10000,: 2,Gummi Dragon order.png,2,Hard,6,
858,58,Gummy_Galaxy,Ingredients,26,20000,: 3,Gummi Dragon order.png,3,Hard,6,
859,58,Gummy_Galaxy,Order,19,30000,: 10 : 20,Wrapped2 (trans).png|Striped2 (trans).png,10|20,Very hard,7,
860,58,Gummy_Galaxy,Order,25,50000,: 25,Wrapped2 (trans).png,25,Extremely hard,8,
861,59,Truffle_Terrace,Jelly,24,36000,: 18,Double jelly-removebg-preview.png,18,Somewhat easy,3,
862,59,Truffle_Terrace,Jelly,16,120000,: 60,Double jelly-removebg-preview.png,60,Hard,6,
863,59,Truffle_Terrace,Ingredients,15,35000,: 2,Gummi Dragon order.png,2,Very hard,7,
864,59,Truffle_Terrace,Jelly,30,44000,: 22,Double jelly-removebg-preview.png,22,Hard,6,
865,59,Truffle_Terrace,Jelly,25,94000,: 4 : 45,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,4|45,Somewhat hard,5,
866,59,Truffle_Terrace,Jelly,32,60000,: 26,Double jelly-removebg-preview.png,26,Hard,6,
867,59,Truffle_Terrace,Jelly,25,25000,: 17,Double jelly-removebg-preview.png,17,Easy,2,
868,59,Truffle_Terrace,Ingredients,40,40000,: 2,Gummi Dragon order.png,2,Somewhat hard,5,
869,59,Truffle_Terrace,Jelly,33,45000,: 22,Double jelly-removebg-preview.png,22,Somewhat hard,5,
870,59,Truffle_Terrace,Order,34,150000,: 1 : 10 : 3,Colourbomb colourbomb (trans).png|Wrapped2 (trans).png|Color bomb (trans).png,1|10|3,Hard,6,
871,59,Truffle_Terrace,Ingredients,24,90000,: 5,Gummi Dragon order.png,5,Medium,4,
872,59,Truffle_Terrace,Ingredients,24,25000,: 9,Gummi Dragon order.png,9,Somewhat hard,5,
873,59,Truffle_Terrace,Jelly,30,35000,: 10 : 36,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,10|36,Somewhat easy,3,
874,59,Truffle_Terrace,Jelly,15,76000,: 16 : 35,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,16|35,Very hard,7,
875,59,Truffle_Terrace,Jelly,27,10000,: 16 : 45,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,16|45,Somewhat hard,5,
876,60,Coco_Crossroads,Jelly,25,50000,: 10 : 43,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,10|43,Easy,2,
877,60,Coco_Crossroads,Jelly,20,38000,: 15,Single jelly-removebg-preview (1).png,15,Very easy,1,
878,60,Coco_Crossroads,Jelly,20,50000,: 74,Double jelly-removebg-preview.png,74,Somewhat hard,5,
879,60,Coco_Crossroads,Ingredients,34,50000,: 3,Gummi Dragon order.png,3,Very easy,1,
880,60,Coco_Crossroads,Jelly,35,70000,: 81,Double jelly-removebg-preview.png,81,Somewhat easy,3,Used to be the level with the highest one star target score for Reality
881,60,Coco_Crossroads,Jelly,13,100000,: 60,Double jelly-removebg-preview.png,60,Extremely hard,8,Toffee tornadoes returned after their appearance drought of 416 levels before being removed altogether
882,60,Coco_Crossroads,Jelly,30,80000,: 49,Double jelly-removebg-preview.png,49,Somewhat easy,3,
883,60,Coco_Crossroads,Order,15,10000,: 50,Purplecandy order.png,50,Easy,2,
884,60,Coco_Crossroads,Ingredients,22,10000,: 4,Gummi Dragon order.png,4,Somewhat easy,3,
885,60,Coco_Crossroads,Order,27,100000,: 18,Striped2 (trans).png,18,Medium,4,
886,60,Coco_Crossroads,Ingredients,19,10000,: 5,Gummi Dragon order.png,5,Hard,6,
887,60,Coco_Crossroads,Jelly,14,30000,: 32 : 32,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,32|32,Extremely hard,8,
888,60,Coco_Crossroads,Jelly,30,111000,: 4 : 51,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,4|51,Easy,2,
889,60,Coco_Crossroads,Order,23,25000,: 15,Wrapped2 (trans).png,15,Easy,2,
890,60,Coco_Crossroads,Ingredients,25,20000,: 2,Gummi Dragon order.png,2,Medium,4,
891,61,Crumbly_Coast,Jelly,30,134000,: 67,Double jelly-removebg-preview.png,67,Easy,2,
892,61,Crumbly_Coast,Ingredients,35,50000,: 10,Gummi Dragon order.png,10,Somewhat easy,3,
893,61,Crumbly_Coast,Ingredients,12,60000,: 5,Gummi Dragon order.png,5,Hard,6,
894,61,Crumbly_Coast,Order,31,60000,: 55 : 14 : 7,Purplecandy order.png|Striped2 (trans).png|Wrapped2 (trans).png,55|14|7,Very easy,1,
895,61,Crumbly_Coast,Ingredients,24,45000,: 3,Gummi Dragon order.png,3,Very easy,1,
896,61,Crumbly_Coast,Jelly,15,350000,: 81,Double jelly-removebg-preview.png,81,Very hard,7,
897,61,Crumbly_Coast,Ingredients,16,120000,: 12,Gummi Dragon order.png,12,Hard,6,
898,61,Crumbly_Coast,Jelly,26,300000,: 72,Double jelly-removebg-preview.png,72,Somewhat easy,3,
899,61,Crumbly_Coast,Order,22,195000,: 8 : 250 : 250,Licoriceshell1.png|Bluecandy order.png|Orangecandy order.png,8|250|250,Medium,4,
900,61,Crumbly_Coast,Order,22,55000,: 66 : 10,Multilayered frosting 2024 FTUE order.png|Chocolate order.png,66|10,Extremely hard,8,
901,61,Crumbly_Coast,Order,23,50000,: 75 : 75 : 75,Bluecandy order.png|Purplecandy order.png|Orangecandy order.png,75|75|75,Easy,2,
902,61,Crumbly_Coast,Jelly,27,220000,: 52,Double jelly-removebg-preview.png,52,Extremely hard,8,
903,61,Crumbly_Coast,Ingredients,30,80000,: 8,Gummi Dragon order.png,8,Easy,2,
904,61,Crumbly_Coast,Unknown,20,50000,: 13 : 8 : 61,Wrapped2 (trans).png|Striped2 (trans).png|Bluecandy order.png,13|8|61,Hard,6,
905,61,Crumbly_Coast,Jelly,35,300000,: 69,Double jelly-removebg-preview.png,69,Variable,,
906,62,Polka_Park,Jelly,35,100000,: 53,Double jelly-removebg-preview.png,53,Easy,2,
907,62,Polka_Park,Jelly,22,57000,: 56,Double jelly-removebg-preview.png,56,Somewhat hard,5,
908,62,Polka_Park,Jelly,28,50000,: 33,Double jelly-removebg-preview.png,33,Hard,6,
909,62,Polka_Park,Ingredients,23,30000,: 3,Gummi Dragon order.png,3,Easy,2,
910,62,Polka_Park,Ingredients,28,100000,: 5,Gummi Dragon order.png,5,Somewhat hard,5,"This level used to have the highest three star target, at 9,000,000 points."
911,62,Polka_Park,Order,20,25000,: 70 : 35,Bluecandy order.png|Liquorice Swirl order.png,70|35,Somewhat hard,5,
912,62,Polka_Park,Jelly,29,71000,: 71,Double jelly-removebg-preview.png,71,Medium,4,
913,62,Polka_Park,Jelly,25,49000,: 4 : 45,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,4|45,Somewhat easy,3,
914,62,Polka_Park,Jelly,34,42000,: 13 : 8,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,13|8,Somewhat easy,3,
915,62,Polka_Park,Ingredients,15,50000,: 2,Gummi Dragon order.png,2,Extremely hard,8,
916,62,Polka_Park,Order,27,60000,: 9 : 4 : 3,Striped2 (trans).png|Wrapped2 (trans).png|Color bomb (trans).png,9|4|3,Easy,2,
917,62,Polka_Park,Ingredients,18,20000,: 8,Gummi Dragon order.png,8,Extremely hard,8,
918,62,Polka_Park,Jelly,23,280000,: 45,Double jelly-removebg-preview.png,45,Medium,4,
919,62,Polka_Park,Ingredients,25,40000,: 4,Gummi Dragon order.png,4,Somewhat easy,3,
920,62,Polka_Park,Jelly,26,40000,: 34 : 29,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,34|29,Medium,4,
921,63,Delectable_Depths,Jelly,26,10000,: 52,Double jelly-removebg-preview.png,52,Medium,4,
922,63,Delectable_Depths,Order,29,150000,: 14 : 9 : 18,Wrapped2 (trans).png|Color bomb (trans).png|Striped2 (trans).png,14|9|18,Somewhat easy,3,
923,63,Delectable_Depths,Ingredients,20,100000,: 1,Gummi Dragon order.png,1,Medium,4,
924,63,Delectable_Depths,Jelly,35,70000,: 4 : 33,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,4|33,Extremely hard,8,
925,63,Delectable_Depths,Ingredients,28,85000,: 4,Gummi Dragon order.png,4,Extremely hard,8,
926,63,Delectable_Depths,Jelly,25,350000,: 75,Double jelly-removebg-preview.png,75,Medium,4,
927,63,Delectable_Depths,Order,29,50000,: 7 : 7,Wrapped2 (trans).png|Striped2 (trans).png,7|7,Medium,4,
928,63,Delectable_Depths,Ingredients,28,40000,: 2,Gummi Dragon order.png,2,Medium,4,
929,63,Delectable_Depths,Jelly,34,94000,: 48,Double jelly-removebg-preview.png,48,Extremely hard,8,
930,63,Delectable_Depths,Ingredients,21,40000,: 4,Gummi Dragon order.png,4,Medium,4,
931,63,Delectable_Depths,Jelly,35,38000,: 18,Double jelly-removebg-preview.png,18,Medium,4,
932,63,Delectable_Depths,Ingredients,35,50000,: 2,Gummi Dragon order.png,2,Somewhat hard,5,
933,63,Delectable_Depths,Jelly,20,30000,: 16,Double jelly-removebg-preview.png,16,Very hard,7,
934,63,Delectable_Depths,Ingredients,27,65000,: 5,Gummi Dragon order.png,5,Medium,4,
935,63,Delectable_Depths,Order,30,120000,: 182 : 182 : 36,Bluecandy order.png|Greencandy order.png|Striped2 (trans).png,182|182|36,Somewhat easy,3,
936,64,Minty_Meadow_(Episode_64),Jelly,18,100000,: 72,Double jelly-removebg-preview.png,72,Very hard,7,
937,64,Minty_Meadow_(Episode_64),Jelly,28,80000,: 8 : 26,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,8|26,Medium,4,
938,64,Minty_Meadow_(Episode_64),Jelly,22,64000,: 32,Double jelly-removebg-preview.png,32,Somewhat hard,5,
939,64,Minty_Meadow_(Episode_64),Ingredients,26,50000,: 9,Gummi Dragon order.png,9,Hard,6,
940,64,Minty_Meadow_(Episode_64),Jelly,18,2000,: 30 : 43,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,30|43,Very hard,7,
941,64,Minty_Meadow_(Episode_64),Jelly,28,44000,: 23 : 22,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,23|22,Somewhat hard,5,
942,64,Minty_Meadow_(Episode_64),Ingredients,32,140000,: 14,Gummi Dragon order.png,14,Very easy,1,
943,64,Minty_Meadow_(Episode_64),Ingredients,26,60000,: 3,Gummi Dragon order.png,3,Hard,6,
944,64,Minty_Meadow_(Episode_64),Jelly,20,50000,: 32,Double jelly-removebg-preview.png,32,Easy,2,
945,64,Minty_Meadow_(Episode_64),Jelly,27,160000,: 6 : 42,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,6|42,Somewhat easy,3,
946,64,Minty_Meadow_(Episode_64),Jelly,21,150000,: 29 : 25,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,29|25,Very easy,1,
947,64,Minty_Meadow_(Episode_64),Jelly,16,10000,: 12 : 24,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,12|24,Medium,4,
948,64,Minty_Meadow_(Episode_64),Jelly,31,80000,: 8 : 29,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,8|29,Extremely hard,8,
949,64,Minty_Meadow_(Episode_64),Jelly,34,45000,: 6 : 23,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,6|23,Somewhat easy,3,
950,64,Minty_Meadow_(Episode_64),Jelly,23,100000,: 49,Double jelly-removebg-preview.png,49,Hard,6,
951,65,Cookie_Crossing,Order,19,10000,: 79,Redcandy order.png,79,Somewhat easy,3,
952,65,Cookie_Crossing,Jelly,25,15000,: 49 : 18,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,49|18,Medium,4,
953,65,Cookie_Crossing,Jelly,30,50000,: 22 : 30,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,22|30,Somewhat hard,5,
954,65,Cookie_Crossing,Jelly,22,90000,: 2 : 44,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,2|44,Medium,4,
955,65,Cookie_Crossing,Ingredients,24,40000,: 2,Gummi Dragon order.png,2,Somewhat easy,3,
956,65,Cookie_Crossing,Jelly,32,200000,: 10,Double jelly-removebg-preview.png,10,Very easy,1,
957,65,Cookie_Crossing,Jelly,20,10000,: 16,Double jelly-removebg-preview.png,16,Very easy,1,
958,65,Cookie_Crossing,Jelly,23,149000,: 12 : 69,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,12|69,Somewhat hard,5,
959,65,Cookie_Crossing,Ingredients,18,10000,: 5,Gummi Dragon order.png,5,Somewhat hard,5,
960,65,Cookie_Crossing,Jelly,18,92000,: 46,Double jelly-removebg-preview.png,46,Very hard,7,
961,65,Cookie_Crossing,Jelly,30,10000,: 6 : 36,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,6|36,Medium,4,
962,65,Cookie_Crossing,Ingredients,29,80000,: 4,Gummi Dragon order.png,4,Easy,2,
963,65,Cookie_Crossing,Ingredients,19,30000,: 2,Gummi Dragon order.png,2,Somewhat hard,5,
964,65,Cookie_Crossing,Ingredients,27,20000,: 2,Gummi Dragon order.png,2,Extremely hard,8,
965,65,Cookie_Crossing,Jelly,34,98000,: 33,Double jelly-removebg-preview.png,33,Hard,6,
966,66,Soda_Swamp_(Episode_66),Jelly,35,100000,: 28 : 32,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,28|32,Very easy,1,
967,66,Soda_Swamp_(Episode_66),Jelly,15,30000,: 51,Double jelly-removebg-preview.png,51,Extremely hard,8,
968,66,Soda_Swamp_(Episode_66),Order,37,10000,: 4,Color bomb (trans).png,4,Very easy,1,
969,66,Soda_Swamp_(Episode_66),Order,29,50000,: 32 : 32,Purplecandy order.png|Greencandy order.png,32|32,Very easy,1,
970,66,Soda_Swamp_(Episode_66),Jelly,21,15000,: 27,Single jelly-removebg-preview (1).png,27,Somewhat easy,3,
971,66,Soda_Swamp_(Episode_66),Order,14,45000,: 5,Yellowcandy order.png,5,Extremely hard,8,First level to require the orders for candy colours that do not spawn on the board
972,66,Soda_Swamp_(Episode_66),Order,27,30000,: 9,Yellowcandy order.png,9,Somewhat hard,5,
973,66,Soda_Swamp_(Episode_66),Jelly,27,25000,: 68,Double jelly-removebg-preview.png,68,Medium,4,
974,66,Soda_Swamp_(Episode_66),Ingredients,12,20000,: 1,Gummi Dragon order.png,1,Very hard,7,
975,66,Soda_Swamp_(Episode_66),Jelly,43,124000,: 8 : 58,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,8|58,Very easy,1,
976,66,Soda_Swamp_(Episode_66),Order,20,20000,: 2 : 2,Striped2 (trans).png|Color bomb (trans).png,2|2,Very easy,1,
977,66,Soda_Swamp_(Episode_66),Jelly,22,107000,: 7 : 50,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,7|50,Easy,2,
978,66,Soda_Swamp_(Episode_66),Jelly,27,120000,: 10 : 54,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,10|54,Somewhat easy,3,
979,66,Soda_Swamp_(Episode_66),Order,35,30000,: 24 : 24,Liquorice Swirl order.png|Chocolate order.png,24|24,Easy,2,
980,66,Soda_Swamp_(Episode_66),Ingredients,26,20000,: 3,Gummi Dragon order.png,3,Somewhat easy,3,
981,67,Candy_Clouds_(Episode_67),Jelly,30,80000,: 9 : 40,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,9|40,Somewhat hard,5,
982,67,Candy_Clouds_(Episode_67),Ingredients,23,60000,: 7,Gummi Dragon order.png,7,Very easy,1,
983,67,Candy_Clouds_(Episode_67),Order,27,60000,: 44,Liquorice Swirl order.png,44,Easy,2,
984,67,Candy_Clouds_(Episode_67),Jelly,30,80000,: 16 : 32,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,16|32,Somewhat easy,3,
985,67,Candy_Clouds_(Episode_67),Order,32,40000,: 1 : 50 : 50,Color bomb (trans).png|Redcandy order.png|Bluecandy order.png,1|50|50,Very easy,1,
986,67,Candy_Clouds_(Episode_67),Jelly,35,10000,: 13,Double jelly-removebg-preview.png,13,Hard,6,
987,67,Candy_Clouds_(Episode_67),Ingredients,26,40000,: 3,Gummi Dragon order.png,3,Somewhat hard,5,
988,67,Candy_Clouds_(Episode_67),Order,22,10000,: 12,Color bomb (trans).png,12,Medium,4,
989,67,Candy_Clouds_(Episode_67),Jelly,15,100000,: 60,Double jelly-removebg-preview.png,60,Very hard,7,
990,67,Candy_Clouds_(Episode_67),Jelly,35,86000,: 54,Double jelly-removebg-preview.png,54,Somewhat easy,3,
991,67,Candy_Clouds_(Episode_67),Ingredients,22,10000,: 3,Gummi Dragon order.png,3,Hard,6,
992,67,Candy_Clouds_(Episode_67),Ingredients,17,20000,: 8,Gummi Dragon order.png,8,Somewhat hard,5,
993,67,Candy_Clouds_(Episode_67),Order,30,10000,: 81 : 81 : 4,Orangecandy order.png|Purplecandy order.png|Color bomb (trans).png,81|81|4,Medium,4,
994,67,Candy_Clouds_(Episode_67),Jelly,27,50000,: 47,Double jelly-removebg-preview.png,47,Somewhat hard,5,
995,67,Candy_Clouds_(Episode_67),Jelly,15,20000,: 11 : 13,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,11|13,Hard,6,
996,68,Caramel_Keep,Jelly,28,100000,: 25,Double jelly-removebg-preview.png,25,Very hard,7,
997,68,Caramel_Keep,Jelly,25,100000,: 27,Double jelly-removebg-preview.png,27,Medium,4,
998,68,Caramel_Keep,Jelly,29,70000,: 37,Double jelly-removebg-preview.png,37,Medium,4,
999,68,Caramel_Keep,Ingredients,30,40000,: 4,Gummi Dragon order.png,4,Medium,4,The last level with 3 digits
1000,68,Caramel_Keep,Order,37,100000,: 500 : 500 : 500,Bluecandy order.png|Orangecandy order.png|Yellowcandy order.png,500|500|500,Very easy,1,"Level with the most candies required, and the 1,000th level in the game."
1001,68,Caramel_Keep,Ingredients,21,60000,: 6,Gummi Dragon order.png,6,Medium,4,
1002,68,Caramel_Keep,Jelly,14,25000,: 28,Double jelly-removebg-preview.png,28,Somewhat hard,5,
1003,68,Caramel_Keep,Jelly,35,57000,: 31,Double jelly-removebg-preview.png,31,Hard,6,is unofficially introduced
1004,68,Caramel_Keep,Jelly,35,100000,: 81,Double jelly-removebg-preview.png,81,Somewhat easy,3,
1005,68,Caramel_Keep,Ingredients,20,20000,: 2,Gummi Dragon order.png,2,Very easy,1,
1006,68,Caramel_Keep,Order,18,50000,: 45,Striped2 (trans).png,45,Very hard,7,
1007,68,Caramel_Keep,Jelly,25,300000,: 69,Double jelly-removebg-preview.png,69,Medium,4,
1008,68,Caramel_Keep,Jelly,29,30000,: 6 : 32,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,6|32,Somewhat easy,3,
1009,68,Caramel_Keep,Order,31,10000,: 24,Striped2 (trans).png,24,Variable,,
1010,68,Caramel_Keep,Ingredients,24,20000,: 3,Gummi Dragon order.png,3,Hard,6,
1011,69,Tasty_Treasury,Jelly,35,72000,: 36,Double jelly-removebg-preview.png,36,Somewhat hard,5,
1012,69,Tasty_Treasury,Jelly,20,40000,: 24 : 41,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,24|41,Medium,4,
1013,69,Tasty_Treasury,Ingredients,20,10000,: 4,Gummi Dragon order.png,4,Easy,2,
1014,69,Tasty_Treasury,Jelly,27,10000,: 54,Double jelly-removebg-preview.png,54,Extremely hard,8,
1015,69,Tasty_Treasury,Jelly,33,100000,: 19,Double jelly-removebg-preview.png,19,Easy,2,
1016,69,Tasty_Treasury,Jelly,35,10000,: 1,Double jelly-removebg-preview.png,1,Variable,,
1017,69,Tasty_Treasury,Jelly,22,100000,: 17 : 50,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,17|50,Somewhat easy,3,
1018,69,Tasty_Treasury,Jelly,30,110000,: 55,Double jelly-removebg-preview.png,55,Easy,2,
1019,69,Tasty_Treasury,Jelly,40,40000,: 71,Double jelly-removebg-preview.png,71,Medium,4,
1020,69,Tasty_Treasury,Jelly,15,100000,: 64,Double jelly-removebg-preview.png,64,Medium,4,
1021,69,Tasty_Treasury,Jelly,16,100000,: 65,Double jelly-removebg-preview.png,65,Extremely hard,8,
1022,69,Tasty_Treasury,Order,25,20000,: 99,Purplecandy order.png,99,Hard,6,
1023,69,Tasty_Treasury,Jelly,26,100000,: 32 : 49,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,32|49,Medium,4,
1024,69,Tasty_Treasury,Ingredients,16,20000,: 5,Gummi Dragon order.png,5,Medium,4,
1025,69,Tasty_Treasury,Ingredients,15,30000,: 4,Gummi Dragon order.png,4,Nearly impossible,9,
1026,70,Luscious_Lagoon,Jelly,32,50000,: 23,Double jelly-removebg-preview.png,23,Very easy,1,
1027,70,Luscious_Lagoon,Ingredients,33,60000,: 4,Gummi Dragon order.png,4,Very easy,1,
1028,70,Luscious_Lagoon,Jelly,25,58000,: 36 : 29,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,36|29,Medium,4,
1029,70,Luscious_Lagoon,Jelly,25,22000,: 42,Double jelly-removebg-preview.png,42,Somewhat easy,3,
1030,70,Luscious_Lagoon,Mixed,25,30000,: 43 : 8,Single jelly-removebg-preview (1).png|Striped2 (trans).png,43|8,Medium,4,
1031,70,Luscious_Lagoon,Ingredients,21,30000,: 3,Gummi Dragon order.png,3,Somewhat easy,3,
1032,70,Luscious_Lagoon,Jelly,20,15000,: 34 : 21,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,34|21,Somewhat easy,3,
1033,70,Luscious_Lagoon,Jelly,21,94000,: 44 : 25,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,44|25,Medium,4,
1034,70,Luscious_Lagoon,Ingredients,32,20000,: 3,Gummi Dragon order.png,3,Easy,2,
1035,70,Luscious_Lagoon,Jelly,26,100000,: 77,Double jelly-removebg-preview.png,77,Somewhat hard,5,
1036,70,Luscious_Lagoon,Jelly,28,38000,: 21,Double jelly-removebg-preview.png,21,Medium,4,
1037,70,Luscious_Lagoon,Ingredients,23,20000,: 12,Gummi Dragon order.png,12,Medium,4,
1038,70,Luscious_Lagoon,Ingredients,22,60000,: 1,Gummi Dragon order.png,1,,,
1039,70,Luscious_Lagoon,Order,29,25000,: 80 : 80 : 80,Redcandy order.png|Greencandy order.png|Bluecandy order.png,80|80|80,Easy,2,
1040,70,Luscious_Lagoon,Jelly,23,30000,: 31,Double jelly-removebg-preview.png,31,Somewhat hard,5,
1041,71,Mellow_Marshmallow,Ingredients,25,10000,: 2,Gummi Dragon order.png,2,Easy,2,
1042,71,Mellow_Marshmallow,Jelly,33,50000,: 25,Double jelly-removebg-preview.png,25,Hard,6,
1043,71,Mellow_Marshmallow,Order,35,100000,: 99,Orangecandy order.png,99,Extremely hard,8,
1044,71,Mellow_Marshmallow,Order,20,50000,: 20,Liquorice Swirl order.png,20,Easy,2,
1045,71,Mellow_Marshmallow,Order,24,20000,: 28 : 25,Liquorice Swirl order.png|Candy Bomb order 2.png,28|25,Easy,2,
1046,71,Mellow_Marshmallow,Jelly,19,10000,: 9,Double jelly-removebg-preview.png,9,Medium,4,
1047,71,Mellow_Marshmallow,Jelly,22,130000,: 48 : 24,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,48|24,Medium,4,
1048,71,Mellow_Marshmallow,Jelly,28,10000,: 17,Double jelly-removebg-preview.png,17,Medium,4,
1049,71,Mellow_Marshmallow,Ingredients,20,30000,: 2,Gummi Dragon order.png,2,Easy,2,
1050,71,Mellow_Marshmallow,Jelly,37,50200,: 27 : 8,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,27|8,Easy,2,
1051,71,Mellow_Marshmallow,Jelly,15,50000,: 32 : 27,Single jelly-removebg-preview (1).png|Double jelly-removebg-preview.png,32|27,Very hard,7,
1052,71,Mellow_Marshmallow,Jelly,25,46000,: 65,Double jelly-removebg-preview.png,65,Easy,2,
1053,71,Mellow_Marshmallow,Jelly,16,98000,: 49,Double jelly-removebg-preview.png,49,Extremely hard,8,
